Label	Weight	Text
l_General	1	cupon anticipado
l_General	1	quiero pagar solo brilla pero no tengo un cupon
l_General	1	ok por ahora
l_General	1	como puedo saber que facturas pague
l_General	1	como agendar mi solicitud periodica
l_General	1	que debo hacer para trasladar la deuda de mi red
l_General	1	cuando me reconectan mi servicio
l_General	1	adquiere tu seguro brilla
l_General	1	quiero saber el historial de mi factura
l_General	1	no he utilizado todo ese consumo o servicio
l_General	1	soporte de pago de enero
l_General	1	ya
l_General	1	por aquí puedo imprimir un certificado de mi recibo
l_General	1	cuánto falta pagar por instalación
l_General	1	que debo hacer para trasladar la deuda de gas
l_General	1	puedo obtener un duplicado de la factura
l_General	1	ganarme la exencion de contribucion
l_General	1	mi lectura es diferente a la factura
l_General	1	me parece que me estan cobrando mas
l_General	1	por aquí puedo conocer el valor de mi factura
l_General	1	cambiar de nombre
l_General	1	está bueno
l_General	1	deseo conocer el menú
l_General	1	imprimir certificado de recibo
l_General	1	cambio de nombre residencial
l_General	1	fecha proxima revision periodica
l_General	1	deuda actual y diferida
l_General	1	quiero trasladar mi deuda a otra factura
l_General	1	generar estado de cuenta
l_General	1	como puedo acceder al credito de brilla
l_General	1	certificado diferida
l_General	1	quiero una certificación de los pagos
l_General	1	correcto
l_General	1	constancia de pago de los meses
l_General	1	deseo cancelar solo el gas
l_General	1	quiero hacer un prepago a mi factura
l_General	1	me llegó más caro mi recibo
l_General	1	necesito conocer el valor actual de mi factura
l_General	1	cuánto debo de mi diferido
l_General	1	el tecnico que esta en mi casa si pertenece a la empresa
l_General	1	no es que
l_General	1	como hago para acceder a un credito de brilla
l_General	1	generar cupon para pago anticipado
l_General	1	cuando me reconectan
l_General	1	deseo un certificado de pago
l_General	1	quiero adquirir un seguro brilla
l_General	1	deseo pagar el recibo anterior
l_General	1	aquí me pueden dar un duplicado de la factura
l_General	1	necesito saber si una persona trabaja en gases de occidente
l_General	1	cuales son los requisitos para un credito brilla
l_General	1	errores de consumo
l_General	1	sí ir a por ello
l_General	1	estado reconexión por pago
l_General	1	que documentos necesito para actualizar mi factura
l_General	1	adelantar pago de recibo
l_General	1	consultar el estado de reconexión por pago
l_General	1	cuando vence mi factura
l_General	1	consulta tu deuda total
l_General	1	cual es mi saldo de brilla
l_General	1	imprimir constancia de pago
l_General	1	daño en la red de gas
l_General	1	cual es el saldo actual de mi recibo
l_General	1	como hago para financiar con brilla
l_General	1	donde puedo imprimir mi factura
l_General	1	cuánto debo de brilla
l_General	1	por aquí puedo conocer el saldo de mi financiacion
l_General	1	imprimir constancia de cancelación total de crédito de brilla
l_General	1	presento reclamo por el aumento desproporcionado en la factura
l_General	1	porque me están cobrando ese consumo
l_General	1	imprimir resumen estado de cuenta
l_General	1	como hago para que me reconectene el servicio
l_General	1	cuáles son los requisitos para la exención de contribución
l_General	1	solicita tu pago anticipado
l_General	1	ausencia de gas en el hogar
l_General	1	debo varias facturas y quiero hacer un abono
l_General	1	cambiar el nombre del titular
l_General	1	cuando es mi proxima revision
l_General	1	brilla de cupo
l_General	1	a que hora me realizan la reconexion
l_General	1	cuando tendre mi revision periodica
l_General	1	necesito el número de cupón para pagar
l_General	1	sí bebé
l_General	1	cual es la fecha de mi ultima lectura
l_General	1	no exactamente
l_General	1	quiero un certificado de mi recibo
l_General	1	deseo generar mi recibo
l_General	1	me están cobrando un consumo que no es
l_General	1	comprar un seguro brilla
l_General	1	necesito pagar mi factura y no la tengo
l_General	1	tengo un daño en mi casa
l_General	1	cupon prepago
l_General	1	quiero saber el historial de mi recibo
l_General	1	por aquí puedo saber cuánto debo de mi financiación
l_General	1	por este medio peudo imprimir estado de cuenta
l_General	1	quiero hacer un prepago a mi recibo
l_General	1	que debo presentar para cambiar el nombre
l_General	1	menú
l_General	1	quiero abonar a mi recibo
l_General	1	derecho sí
l_General	1	ahora no
l_General	1	que debo hacer para financiar por brilla
l_General	1	puedo cambiar el nombre comercial
l_General	1	prepago factura
l_General	1	imprimir paz y salvo de mi financiación
l_General	1	cual es el menú
l_General	1	por aquí puedo conocer el saldo de mi diferido
l_General	1	cambiar de titular
l_General	1	me llegó más cara mi factura
l_General	1	no estoy de acuerdo con mi consumo
l_General	1	exencion de la contribución
l_General	1	deuda diferida
l_General	1	suena perfecto
l_General	1	donde puedo adquirir un seguro con brilla
l_General	1	por este medio puedo imprimir un certificado de la cancelacion de mi deuda
l_General	1	deseo pagar anticipada mi factura
l_General	1	terminacion de contrato
l_General	1	adelantar pago de factura
l_General	1	aquí puedo saber mi valor a pagar y la fecha limite de pago
l_General	1	agradezco se sirvan revisar el estado de facturaciòn, ya que se viene presentando un incremento injustificado
l_General	1	informacion reconexion
l_General	1	muy bien
